sample_id,d_DIM_0002,BEAM_TO_SURFACE_distance,BEAM_SURFACE_ALIGNMENT_delta_x,BEAM_SURFACE_ALIGNMENT_delta_y,BEAM_SURFACE_ALIGNMENT_delta_z,BEAM_SURFACE_ALIGNMENT_delta_rx,BEAM_SURFACE_ALIGNMENT_delta_ry,BEAM_SURFACE_ALIGNMENT_delta_rz,CENTER_TO_NORTH_EDGE_distance,CENTER_TO_EAST_EDGE_distance,NORTH_TO_SOUTH_TILT_delta_x,NORTH_TO_SOUTH_TILT_delta_y,NORTH_TO_SOUTH_TILT_delta_z,EAST_TO_WEST_TILT_delta_x,EAST_TO_WEST_TILT_delta_y,EAST_TO_WEST_TILT_delta_z
485,6.350412086056898,6.350412086056898,0.0,0.0,6.350412086056898,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
486,6.350264872312286,6.350264872312286,0.0,0.0,6.350264872312286,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
487,6.350050736996359,6.350050736996359,0.0,0.0,6.350050736996359,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
488,6.349850456390751,6.349850456390751,0.0,0.0,6.349850456390751,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
489,6.351457749307478,6.351457749307478,0.0,0.0,6.351457749307478,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
490,6.35013970396068,6.35013970396068,0.0,0.0,6.35013970396068,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
491,6.349670868904998,6.349670868904998,0.0,0.0,6.349670868904998,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
492,6.349759938368409,6.349759938368409,0.0,0.0,6.349759938368409,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
493,6.3499397874135886,6.3499397874135886,0.0,0.0,6.3499397874135886,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
494,6.349531968658663,6.349531968658663,0.0,0.0,6.349531968658663,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
495,6.349318323807031,6.349318323807031,0.0,0.0,6.349318323807031,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
496,6.349557013240484,6.349557013240484,0.0,0.0,6.349557013240484,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
497,6.349640477162397,6.349640477162397,0.0,0.0,6.349640477162397,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
498,6.349718081580346,6.349718081580346,0.0,0.0,6.349718081580346,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
499,6.350138146886027,6.350138146886027,0.0,0.0,6.350138146886027,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
